,SampleID,Env
6898,SRR5429211,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6899,SRR5429212,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6900,SRR6331296,Population Characteristics:Health
6901,SRR5429213,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6902,SRR5429214,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6903,SRR6331298,Population Characteristics:Health
6904,SRR5429215,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6905,SRR5429216,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6906,SRR5429217,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6907,SRR6331299,Population Characteristics:Health
6908,SRR5429218,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6909,SRR5429219,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6910,SRR6331302,Population Characteristics:Health
6911,SRR5429220,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6912,SRR5429221,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6913,SRR5429222,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6914,SRR6331307,Population Characteristics:Health
6915,SRR5429223,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6916,SRR5429225,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6917,SRR5429226,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6918,SRR5429227,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6919,SRR5429228,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6920,SRR6331327,Population Characteristics:Health
6921,SRR5429229,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6922,SRR5429230,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6923,SRR5429231,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6924,SRR5429232,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6925,SRR5429233,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6926,SRR6331328,Population Characteristics:Health
6927,SRR5429234,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6928,SRR5429235,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6929,SRR5429236,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6930,SRR6331338,Population Characteristics:Health
6931,SRR5429237,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6932,SRR5429238,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6933,SRR5429239,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6934,SRR5429240,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6935,SRR5429241,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6936,SRR6331339,Population Characteristics:Health
6937,SRR5429242,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6938,SRR5429243,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6939,SRR5429244,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6940,SRR5429245,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6941,SRR5429246,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6942,SRR5429247,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6943,SRR6331347,Population Characteristics:Health
6944,SRR5429249,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6945,SRR5429250,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6946,SRR5429251,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6947,SRR6331350,Population Characteristics:Health
6948,SRR5429252,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6949,SRR5429253,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6950,SRR5429254,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6951,SRR6331351,Population Characteristics:Health
6952,SRR5429255,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6953,SRR6331354,Population Characteristics:Health
6954,SRR5429256,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6955,SRR5429257,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6956,SRR6331355,Population Characteristics:Health
6957,SRR5429258,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6958,SRR5429259,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6959,SRR5429260,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6960,SRR5429261,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6961,SRR6331358,Population Characteristics:Health
6962,SRR5429262,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6963,SRR5429263,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6964,SRR6331360,Population Characteristics:Health
6965,SRR5429264,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6966,SRR5429265,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6967,SRR5429266,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6968,SRR6331363,Population Characteristics:Health
6969,SRR5429267,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6970,SRR5429268,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6971,SRR6331368,Population Characteristics:Health
6972,SRR5429269,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6973,SRR5429270,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6974,SRR6331373,Population Characteristics:Health
6975,SRR5429271,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6976,SRR5429273,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6977,SRR5429275,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6978,SRR6331375,Population Characteristics:Health
6979,SRR5429276,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6980,SRR5429277,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6981,SRR5429278,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6982,SRR6331380,Population Characteristics:Health
6983,SRR5429279,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6984,SRR5429280,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6985,SRR5429281,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6986,SRR6331383,Population Characteristics:Health
6987,SRR5429282,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6988,SRR5429283,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6989,SRR5429284,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6990,SRR5429285,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6991,SRR6331388,Population Characteristics:Health
6992,SRR5429286,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6993,SRR5429287,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6994,SRR5429288,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6995,SRR6331393,Population Characteristics:Health
6996,SRR5429289,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6997,SRR5429290,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6998,SRR5429291,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
6999,SRR6331398,Population Characteristics:Health
7000,SRR5429292,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7001,SRR5429293,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7002,SRR5429294,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7003,SRR5429295,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7004,SRR6331400,Population Characteristics:Health
7005,SRR5429296,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7006,SRR5429297,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7007,SRR5429298,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7008,SRR6331401,Population Characteristics:Health
7009,SRR5429299,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7010,SRR5429300,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7011,SRR5429301,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7012,SRR6331408,Population Characteristics:Health
7013,SRR5429302,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7014,SRR5429303,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7015,SRR5429304,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7016,SRR5429305,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7017,SRR5429306,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7018,SRR6331410,Population Characteristics:Health
7019,SRR5429307,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7020,SRR5429308,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7021,SRR5429309,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7022,SRR5429310,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7023,SRR5429311,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7024,SRR5429312,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7025,SRR5429313,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7026,SRR5429314,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7027,SRR5429315,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7028,SRR6331414,Population Characteristics:Health
7029,SRR5429316,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7030,SRR6331415,Population Characteristics:Health
7031,SRR5429317,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7032,SRR6331419,Population Characteristics:Health
7033,SRR5429318,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7034,SRR5429319,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7035,SRR6331424,Population Characteristics:Health
7036,SRR5429320,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7037,SRR6331425,Population Characteristics:Health
7038,SRR5429321,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7039,SRR5429322,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7040,SRR6331430,Population Characteristics:Health
7041,SRR5429323,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7042,SRR5429324,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7043,SRR5429325,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7044,SRR5429326,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7045,SRR5429327,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7046,SRR5429328,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7047,SRR6331431,Population Characteristics:Health
7048,SRR5429329,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7049,SRR5429331,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7050,SRR5429332,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7051,SRR5429333,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7052,SRR5429334,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7053,SRR5429335,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7054,SRR6331435,Population Characteristics:Health
7055,SRR5429336,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7056,SRR5429337,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7057,SRR5429338,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7058,SRR6331437,Population Characteristics:Health
7059,SRR5429339,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7060,SRR5429340,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7061,SRR5429341,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7062,SRR5429342,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7063,SRR6331442,Population Characteristics:Health
7064,SRR5429343,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7065,SRR5429344,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7066,SRR5429345,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7067,SRR6331445,Population Characteristics:Health
7068,SRR5429347,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7069,SRR5429348,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7070,SRR5429349,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7071,SRR5429350,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7072,SRR6331449,Population Characteristics:Health
7073,SRR5429351,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7074,SRR5429352,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7075,SRR5429353,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7076,SRR5429354,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7077,SRR6331452,Population Characteristics:Health
7078,SRR5429355,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7079,SRR5429356,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7080,SRR6331454,Population Characteristics:Health
7081,SRR5429358,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7082,SRR5429359,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7083,SRR6331456,Population Characteristics:Health
7084,SRR5429360,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7085,SRR6331458,Population Characteristics:Health
7086,SRR5429361,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7087,SRR5429362,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7088,SRR5429363,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7089,SRR5429364,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7090,SRR5429365,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7091,SRR6331460,Population Characteristics:Health
7092,SRR5429367,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7093,SRR5429368,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7094,SRR6331462,Population Characteristics:Health
7095,SRR6107271,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7096,SRR6107272,Neoplasms:Neoplasms by Site:Hematologic Neoplasms
7097,SRR6331463,Population Characteristics:Health
7098,SRR6331467,Population Characteristics:Health
7099,SRR6331468,Population Characteristics:Health
7100,SRR6331469,Population Characteristics:Health
7101,SRR6331472,Population Characteristics:Health
7102,SRR6331473,Population Characteristics:Health
7103,SRR6331478,Population Characteristics:Health
7104,SRR6331482,Population Characteristics:Health
7105,SRR6331483,Population Characteristics:Health
7106,SRR6331488,Population Characteristics:Health
7107,SRR6331489,Population Characteristics:Health
7108,ERR475468,Population Characteristics:Health
7109,ERR475469,Population Characteristics:Health
7110,ERR475470,Population Characteristics:Health
7111,ERR475471,Population Characteristics:Health
7112,ERR475473,Population Characteristics:Health
7113,ERR475474,Population Characteristics:Health
7114,ERR475476,Population Characteristics:Health
7115,ERR475477,Population Characteristics:Health
7116,ERR475478,Population Characteristics:Health
7117,ERR475480,Population Characteristics:Health
7118,ERR475481,Population Characteristics:Health
7119,ERR475482,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7120,ERR475483,Population Characteristics:Health
7121,ERR475484,Population Characteristics:Health
7122,ERR475485,Population Characteristics:Health
7123,ERR475486,Population Characteristics:Health
7124,ERR475487,Population Characteristics:Health
7125,ERR475488,Population Characteristics:Health
7126,ERR475491,Population Characteristics:Health
7127,ERR475492,Population Characteristics:Health
7128,ERR475493,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7129,ERR475494,Population Characteristics:Health
7130,ERR475495,Population Characteristics:Health
7131,ERR475497,Population Characteristics:Health
7132,ERR475499,Population Characteristics:Health
7133,ERR475500,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7134,ERR475501,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7135,ERR475503,Population Characteristics:Health
7136,ERR475504,Population Characteristics:Health
7137,ERR475508,Population Characteristics:Health
7138,ERR475509,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7139,ERR475512,Population Characteristics:Health
7140,ERR475513,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7141,ERR475514,Population Characteristics:Health
7142,ERR475515,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7143,ERR475516,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7144,ERR475517,Population Characteristics:Health
7145,ERR475519,Population Characteristics:Health
7146,ERR475520,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7147,ERR475521,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7148,ERR475522,Population Characteristics:Health
7149,ERR475523,Population Characteristics:Health
7150,ERR475524,Population Characteristics:Health
7151,ERR475525,Population Characteristics:Health
7152,ERR475526,Population Characteristics:Health
7153,ERR475527,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7154,ERR475529,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7155,ERR475531,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7156,ERR475532,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7157,ERR475533,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7158,ERR475534,Population Characteristics:Health
7159,ERR475539,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7160,ERR475540,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7161,ERR475541,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7162,ERR475545,Population Characteristics:Health
7163,ERR475547,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7164,ERR475548,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7165,ERR475549,Population Characteristics:Health
7166,ERR475550,Population Characteristics:Health
7167,ERR475553,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7168,ERR475555,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7169,ERR475557,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7170,ERR475560,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7171,ERR475562,Population Characteristics:Health
7172,ERR475563,Population Characteristics:Health
7173,ERR475564,Population Characteristics:Health
7174,ERR475565,Population Characteristics:Health
7175,ERR475566,Population Characteristics:Health
7176,ERR475567,Population Characteristics:Health
7177,ERR475568,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7178,ERR475569,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7179,ERR475570,Population Characteristics:Health
7180,ERR475571,Population Characteristics:Health
7181,ERR475572,Population Characteristics:Health
7182,ERR475573,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7183,ERR475574,Population Characteristics:Health
7184,ERR475575,Population Characteristics:Health
7185,ERR475576,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7186,ERR475577,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7187,ERR475578,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7188,ERR475579,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7189,ERR475580,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7190,ERR475581,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7191,ERR475582,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7192,ERR475585,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7193,ERR475586,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7194,ERR475588,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7195,ERR475589,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7196,ERR475591,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7197,ERR475592,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7198,ERR475594,Neoplasms:Neoplasms by Site:Digestive System Neoplasms:Gastrointestinal Neoplasms:Intestinal Neoplasms:Colorectal Neoplasms
7199,SRR6967302,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7200,SRR6967303,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7201,SRR6967304,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7202,SRR6967305,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7203,SRR6967306,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7204,SRR6967307,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7205,SRR6967308,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7206,SRR6967309,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7207,SRR6967310,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7208,SRR6967311,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7209,SRR6967312,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7210,SRR6967313,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7211,SRR6967315,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7212,SRR6967316,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7213,SRR6967317,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7214,SRR6967318,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7215,SRR6967319,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7216,SRR6967320,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7217,SRR6967321,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7218,SRR6967323,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7219,SRR6967324,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7220,SRR6967325,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7221,SRR6967326,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7222,SRR6967327,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7223,SRR6967328,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7224,SRR6967329,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7225,SRR6967330,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7226,SRR6967331,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7227,SRR6967332,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7228,SRR6967333,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7229,SRR6967334,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7230,SRR6967336,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
7231,SRR6967337,"Neoplasms:Neoplasms by Histologic Type:Leukemia:Leukemia, Lymphoid:Precursor Cell Lymphoblastic Leukemia-Lymphoma"
